productId	productSKU	product_url	name	price	image	Category	Short Description	Description	tags	Features	Related Products	Size	Activity	Gender	Material	Color
1139	MSH10	https://gopher1.extrkt.com/?product=sol-active-short	Sol Active Short	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh10-blue_main-300x300.jpg	New Luma Yoga Collection|Clothing	This is a variable product called a Sol Active Short	You’ll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing']	Light blue jersey shorts with mesh detail. 87% Spandex 13% Lycra. Machine wash cold, tumble dry low. Superior performance fabric. Flat-lock seams.	[{'Name': 'Lono Yoga Short', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=lono-yoga-short'}]	32, 33, 34, 36	None	None	None	Blue, Green, Purple
1284	MT08	https://gopher1.extrkt.com/?product=sparta-gym-tank	Sparta Gym Tank	£29.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt08-green_main-300x300.jpg	Tanks	This is a variable product called a Sparta Gym Tank	The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.	['Clothing', 'Men', 'Tops', 'Tanks']	Green polyester tank. Ultra lightweight. Naturally odor-resistant. Close-to-body athletic fit. Chafe-resistant flatlock seams.	[{'Name': 'Tristan Endurance Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=tristan-endurance-tank'}, {'Name': 'Cassius Sparring Tank', 'Price': '£18.00', 'Link': 'https://gopher1.extrkt.com/?product=cassius-sparring-tank'}, {'Name': 'Vulcan Weightlifting Tank', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=vulcan-weightlifting-tank'}, {'Name': 'Erikssen CoolTech™ Fitness Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=erikssen-cooltech-fitness-tank'}]	XS, S, M, L, XL	None	None	None	Green
2718	24-WG088	https://gopher1.extrkt.com/?product=sprite-foam-roller	Sprite Foam Roller	£19.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-foam-roller-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Foam Roller	It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. 	['Gear', 'Fitness Equipment']	6” wide by 12” long.Safe for myofascial release.EPP or PE foam options.Solid, dense, closed-cell foam.	[{'Name': 'Sprite Yoga Strap 8 foot', 'Price': '£17.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-8-foot'}, {'Name': 'Sprite Yoga Strap 6 foot', 'Price': '£14.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-6-foot'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3'}, {'Name': 'Zing Jump Rope', 'Price': '£12.00', 'Link': 'https://gopher1.extrkt.com/?product=zing-jump-rope'}]	None	Yoga, Gym	Men, Women, Unisex	Foam	None
2717	24-WG084	https://gopher1.extrkt.com/?product=sprite-foam-yoga-brick	Sprite Foam Yoga Brick	£5.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-brick-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Foam Yoga Brick	Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.	['Gear', 'Fitness Equipment']	Standard Large Size: 4″ x 6″ x 9″.Beveled edges for ideal contour grip.Durable and soft, scratch-proof foam.Individually wrapped.Ten color choices.	[{'Name': 'Harmony Lumaflex™ Strength Band Kit', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm'}, {'Name': 'Sprite Yoga Strap 10 foot', 'Price': '£21.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-10-foot'}]	None	Yoga, Recreation, Sports, Gym	Men, Women, Unisex	Foam	None
2702	24-WG081-gray	https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm	Sprite Stasis Ball 55 cm	£23.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 55 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	Durable, burst-resistant design.Hand pump included.	[{'Name': 'Zing Jump Rope', 'Price': '£12.00', 'Link': 'https://gopher1.extrkt.com/?product=zing-jump-rope'}, {'Name': 'Sprite Foam Roller', 'Price': '£19.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-roller'}, {'Name': 'Sprite Foam Yoga Brick', 'Price': '£5.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-yoga-brick'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm'}]	55 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Gray
2703	24-WG081-pink	https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2	Sprite Stasis Ball 55 cm	£23.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 55 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	Durable, burst-resistant design.Hand pump included.	[{'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3'}, {'Name': 'Harmony Lumaflex™ Strength Band Kit', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit'}, {'Name': 'Zing Jump Rope', 'Price': '£12.00', 'Link': 'https://gopher1.extrkt.com/?product=zing-jump-rope'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}]	55 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Red
2704	24-WG081-blue	https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-3	Sprite Stasis Ball 55 cm	£23.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 55 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	Durable, burst-resistant design.Hand pump included.	[{'Name': 'Harmony Lumaflex™ Strength Band Kit', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit'}, {'Name': 'Sprite Foam Roller', 'Price': '£19.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-roller'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-3'}]	55 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Blue
2705	24-WG082-gray	https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm	Sprite Stasis Ball 65 cm	£27.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 65 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	65 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-3'}, {'Name': 'Harmony Lumaflex™ Strength Band Kit', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit'}, {'Name': 'Sprite Yoga Strap 6 foot', 'Price': '£14.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-6-foot'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2'}]	65 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Gray
2706	24-WG082-pink	https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-2	Sprite Stasis Ball 65 cm	£27.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 65 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	65 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Sprite Yoga Strap 6 foot', 'Price': '£14.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-6-foot'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}, {'Name': 'Sprite Yoga Strap 10 foot', 'Price': '£21.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-yoga-strap-10-foot'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm'}]	65 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Red
2707	24-WG082-blue	https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-3	Sprite Stasis Ball 65 cm	£27.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 65 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	65 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}, {'Name': 'Sprite Foam Roller', 'Price': '£19.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-roller'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm'}]	65 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Blue
2708	24-WG083-gray	https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm	Sprite Stasis Ball 75 cm	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-gray-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 75 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	75 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Pursuit Lumaflex™ Tone Band', 'Price': '£16.00', 'Link': 'https://gopher1.extrkt.com/?product=pursuit-lumaflex-tone-band'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm'}, {'Name': 'Sprite Foam Yoga Brick', 'Price': '£5.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-yoga-brick'}]	75 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Gray
2709	24-WG083-pink	https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2	Sprite Stasis Ball 75 cm	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-pink-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 75 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	75 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Zing Jump Rope', 'Price': '£12.00', 'Link': 'https://gopher1.extrkt.com/?product=zing-jump-rope'}, {'Name': 'Sprite Foam Roller', 'Price': '£19.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-roller'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm'}, {'Name': 'Affirm Water Bottle', 'Price': '£7.00', 'Link': 'https://gopher1.extrkt.com/?product=affirm-water-bottle'}]	75 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Red
2710	24-WG083-blue	https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3	Sprite Stasis Ball 75 cm	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-stability-ball-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Stasis Ball 75 cm	The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it’s a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.	['Gear', 'Fitness Equipment']	75 cm plastic shell.Durable, burst-resistant design.Hand pump included.	[{'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-3'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-2'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-3'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm'}]	75 cm	Yoga, Gym	Men, Women, Boys, Girls, Unisex	Plastic	Blue
2701	24-WG087	https://gopher1.extrkt.com/?product=sprite-yoga-strap-10-foot	Sprite Yoga Strap 10 foot	£21.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Yoga Strap 10 foot	The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.	['Gear', 'Fitness Equipment']	10′ long x 1.0″ wide.100% soft and durable cotton.Plastic cinch buckle is easy to use.Three natural colors made from phthalate and heavy metal free dyes.	[{'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-3'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-2'}]	10 foot	Yoga	Men, Women, Unisex	Canvas, Plastic	None
2699	24-WG085	https://gopher1.extrkt.com/?product=sprite-yoga-strap-6-foot	Sprite Yoga Strap 6 foot	£14.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Yoga Strap 6 foot	The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.	['Gear', 'Fitness Equipment']	100% soft and durable cotton.Plastic cinch buckle is easy to use.Three natural colors made from phthalate and heavy metal free dyes.	[{'Name': 'Harmony Lumaflex™ Strength Band Kit', 'Price': '£22.00', 'Link': 'https://gopher1.extrkt.com/?product=harmony-lumaflex-strength-band-kit'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3'}, {'Name': 'Sprite Stasis Ball 65 cm', 'Price': '£27.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-65-cm-2'}]	6 foot	Yoga	Men, Women, Unisex	Canvas, Plastic	None
2700	24-WG086	https://gopher1.extrkt.com/?product=sprite-yoga-strap-8-foot	Sprite Yoga Strap 8 foot	£17.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/luma-yoga-strap-300x300.jpg	Fitness Equipment	This is a simple product called Sprite Yoga Strap 8 foot	The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap’s 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.	['Gear', 'Fitness Equipment']	8′ long x 1.0″ wide.100% soft and durable cotton.Plastic cinch buckle is easy to use.Three natural colors made from phthalate and heavy metal free dyes.	[{'Name': 'Sprite Foam Roller', 'Price': '£19.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-foam-roller'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-3'}, {'Name': 'Sprite Stasis Ball 75 cm', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-75-cm-3'}, {'Name': 'Sprite Stasis Ball 55 cm', 'Price': '£23.00', 'Link': 'https://gopher1.extrkt.com/?product=sprite-stasis-ball-55-cm-2'}]	8 foot	Yoga	Men, Women, Unisex	Canvas, Plastic	None
125	MH06	https://gopher1.extrkt.com/?product=stark-fundamental-hoodie	Stark Fundamental Hoodie	£42.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh06-blue_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Stark Fundamental Hoodie	You don’t need bells and whistles when performance speaks for itself. The full-zip Stark Fundamental Hoodie give just what you need. Hood and fleece lining keep you warm, while breathable fabric and wicking technology won’t let you overheat.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts']	Navy specked full zip hoodie. Ribbed cuffs, banded waist. Side pockets.  Machine wash/dry.	[{'Name': 'Ajax Full-Zip Sweatshirt', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=ajax-full-zip-sweatshirt'}, {'Name': 'Oslo Trek Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=oslo-trek-hoodie'}, {'Name': 'Mach Street Sweatshirt', 'Price': '£62.00', 'Link': 'https://gopher1.extrkt.com/?product=mach-street-sweatshirt'}, {'Name': 'Marco Lightweight Active Hoodie', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=marco-lightweight-active-hoodie'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Purple
1667	WJ01	https://gopher1.extrkt.com/?product=stellar-solar-jacket	Stellar Solar Jacket	£75.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wj01-red_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Stellar Solar Jacket	Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It’s loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.	['Clothing', 'Women', 'Tops', 'Jackets|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Erin Recommends|Clothing']	Loose fit.  Reflectivity.  Flat seams.  Machine wash/dry. Deep pink jacket with front panel rouching	None	XS, S, M, L, XL	None	None	None	Blue, Red, Yellow
882	MS08	https://gopher1.extrkt.com/?product=strike-endurance-tee	Strike Endurance Tee	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/ms08-black_main-300x300.jpg	Tees	This is a variable product called a Strike Endurance Tee	While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.	['Clothing', 'Men', 'Tops', 'Tees']	Loose fit.  Ribbed cuffs/collar.  Machine wash/dry.	[{'Name': 'Atomic Endurance Running Tee (V-neck)', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=atomic-endurance-running-tee-v-neck'}, {'Name': 'Balboa Persistence Tee', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=balboa-persistence-tee'}, {'Name': 'Ryker LumaTech™ Tee (V-neck)', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=ryker-lumatech-tee-v-neck'}, {'Name': 'Ryker LumaTech™ Tee (Crew-neck)', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=ryker-lumatech-tee-crew-neck'}]	XS, S, M, L, XL	None	None	None	Black, Blue, Red
2732	24-MB04	https://gopher1.extrkt.com/?product=strive-shoulder-pack	Strive Shoulder Pack	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb04-black-0-300x300.jpg	Erin Recommends	This is a simple product called Strive Shoulder Pack	Convenience is next to nothing when your day is crammed with action. So whether you’re heading to class, gym, or the unbeaten path, make sure you’ve got your Strive Shoulder Pack stuffed with all your essentials, and extras as well.	['Gear', 'Bags|Collections', 'Erin Recommends']	Zippered main compartment.Front zippered pocket.Side mesh pocket.Cell phone pocket on strap.Adjustable shoulder strap and top carry handle.	[{'Name': 'Savvy Shoulder Tote', 'Price': 'Sale!', 'Link': 'https://gopher1.extrkt.com/?product=savvy-shoulder-tote'}, {'Name': 'Endeavor Daytrip Backpack', 'Price': '£33.00', 'Link': 'https://gopher1.extrkt.com/?product=endeavor-daytrip-backpack'}]	None	Gym, Trail, Urban, Hiking	None	Canvas, Cotton, Mesh, Polyester	None
2692	24-MG03	https://gopher1.extrkt.com/?product=summit-watch	Summit Watch	£54.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg03-br-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Summit Watch	Trek high and low in the attractive Summit Watch, which features a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.	['Gear', 'Watches|Collections', 'New Luma Yoga Collection']	Brushed metal case.Water resistant (100 meters).Buckle clasp.Strap fits 7″ – 10″.1-year limited warranty.	[{'Name': 'Didi Sport Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=didi-sport-watch'}, {'Name': 'Cruise Dual Analog Watch', 'Price': '£55.00', 'Link': 'https://gopher1.extrkt.com/?product=cruise-dual-analog-watch'}, {'Name': 'Dash Digital Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=dash-digital-watch'}]	None	Recreation, Athletic, Sports, Outdoor, Gym	Men, Women, Unisex	Metal, Plastic, Silicone	None
577	MP04	https://gopher1.extrkt.com/?product=supernova-sport-pant	Supernova Sport Pant	£45.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp04-gray_main-300x300.jpg	Pants|Clothing	This is a variable product called a Supernova Sport Pant	Turn the corner and open it up — your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech™ fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Dark heather gray straight leg cotton pants. Relaxed fit.  Internal drawstring.  Machine wash/dry.	[{'Name': 'Caesar Warm-Up Pant', 'Price': '£35.00', 'Link': 'https://gopher1.extrkt.com/?product=caesar-warm-up-pant'}, {'Name': 'Cronus Yoga Pant', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=cronus-yoga-pant'}]	32, 33, 34, 36	None	None	None	Black, Gray, Green
2432	WSH08	https://gopher1.extrkt.com/?product=sybil-running-short	Sybil Running Short	£44.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wsh08-purple_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Sybil Running Short	Fortunately, it’s okay to look cute while you’re working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.	['Clothing', 'Women', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Blue running shorts with green waist. Drawstring-adjustable waist. 4″ inseam. Machine wash/line dry.	None	28, 29, 30, 31, 32	None	None	None	Purple
2033	WP11	https://gopher1.extrkt.com/?product=sylvia-capri	Sylvia Capri	£42.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp11-green_main-300x300.jpg	Pants|Clothing	This is a variable product called a Sylvia Capri	Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Green striped capri. Strategic side seam Comfort gusset with lining. Flat seaming. Wide waistband. Moisture wicking.	[{'Name': 'Carina Basic Capri', 'Price': '£51.00', 'Link': 'https://gopher1.extrkt.com/?product=carina-basic-capri'}, {'Name': 'Bardot Capri', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=bardot-capri'}, {'Name': 'Cora Parachute Pant', 'Price': '£75.00', 'Link': 'https://gopher1.extrkt.com/?product=cora-parachute-pant'}]	28, 29	None	None	None	Blue, Green, Red
